id,sentence,subject_entity,object_entity,label
723,지금으로서 가장 중요한 분야는 M이론을 포함한 초끈 이론과 루프 양자 중력을 들 수 있다.,"{'text': 'M이론', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}","{'text': '초끈 이론', 'start_idx': 26, 'end_idx': 30, 'entity_type': 'PER'}",no_relation
1011,태양은 천문학자들에게 있어 한때는 작고 상대적으로 눈에 띄지 않는 별이었으나 이제는 우리 은하 별들 중에서 밝은 축에 드는 존재로 인정되고 있다.,"{'text': '별', 'start_idx': '37', 'end_idx': '37', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",clo:contains
706,모든 행성과 대부분의 다른 천체는 태양의 자전 방향(태양의 북극에서 보았을 때 시계 반대 방향)으로 공전한다.,"{'text': '행성', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '19', 'end_idx': '20', 'entity_type': 'CLO'}",clo:revolves
869,"타이탄은 표면 중력이 작음에도 불구하고 온도가 낮아 대기를 가지고 있고, 1944년 천문학자 카이퍼는 대기에 메탄이 포함되어 있다는 것을 발견했다.","{'text': '카이퍼', 'start_idx': 52, 'end_idx': 54, 'entity_type': 'PER'}","{'text': '대기에 메탄이 포함되어 있다는 것', 'start_idx': 57, 'end_idx': 74, 'entity_type': 'CON'}",per:propose
392,"해왕성에 가장 가까이 있는 네 위성 나이아드, 탈라사, 데스피나, 갈라테아는 해왕성의 고리에 거의 근접할 정도로 가까이서 해왕성을 공전한다.","{'text': '나이아드', 'start_idx': '20', 'end_idx': '23', 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",clo:revolves
996,태양은 백색광을 내지만 지구 표면에서 볼 때 파란색 빛이 일으키는 대기 산란 때문에 노란색으로 보일 수 있다.,"{'text': '지구', 'start_idx': 13, 'end_idx': 14, 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",no_relation
316,"2006년, 국제천문연맹은 마침내 ""행성""이라는 말의 의미를 최초로 정의했으며, 명왕성은 ""왜행성""으로 재분류되었다.","{'text': '왜행성', 'start_idx': '51', 'end_idx': '53', 'entity_type': 'CLO'}","{'text': '명왕성', 'start_idx': '45', 'end_idx': '47', 'entity_type': 'CLO'}",clo:contains
830,1980년대에 파이오니어 금성 궤도선은 금성의 자기장의 강도와 공간적 범위가 지구에 비해 작다는 것을 발견하였다.,"{'text': '지구', 'start_idx': 43, 'end_idx': 44, 'entity_type': 'CLO'}","{'text': '금성', 'start_idx': 22, 'end_idx': 23, 'entity_type': 'CLO'}",no_relation
6,"태양은 질량이 작아 초신성 폭발을 일으키지 못하는 대신, 적색거성으로 부풀어오를 것이다.","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '적색거성', 'start_idx': '32', 'end_idx': '35', 'entity_type': 'CLO'}",clo:turn_into
908,또한 이 천체가 블랙홀 특유의 특징인 사건의 지평선을 가지고 있다는 관측적 증거도 존재한다.,"{'text': '천체', 'start_idx': 5, 'end_idx': 6, 'entity_type': 'CLO'}","{'text': '블랙홀', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'CLO'}",no_relation
789,이로 인해 태양에서의 우력(偶力)이 작용하여 궤도면이 18.61년 주기로 방향을 바꾼다.,"{'text': '18.61년', 'start_idx': '30', 'end_idx': '35', 'entity_type': 'MET'}","{'text': '태양', 'start_idx': '6', 'end_idx': '7', 'entity_type': 'CLO'}",met:feature_of
656,"몇 초 이내로, 백색 왜성을 구성하는 물질의 상당량이 핵융합을 일으켜, 별의 속박을 풀고 초신성 폭발을 일으키기에 충분한 에너지(1 ~ 2 × 1044 줄)를 방출한다.","{'text': '백색 왜성', 'start_idx': '9', 'end_idx': '13', 'entity_type': 'CLO'}","{'text': '물질', 'start_idx': '21', 'end_idx': '22', 'entity_type': 'ELM'}",clo:composed_of
859,그러나 지구와 달은 여전히 이중행성계보다는 지구-위성 관계로 여겨진다.,"{'text': '달', 'start_idx': '8', 'end_idx': '8', 'entity_type': 'CLO'}","{'text': '지구', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}",clo:revolves
298,"항성 내부 핵융합이 질량의 0.7%를 에너지로 방출하는 반면, 강착원반은 질량의 40%를 복사 에너지로 방출시킨다.","{'text': '항성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '강착원반', 'start_idx': 35, 'end_idx': 38, 'entity_type': 'CLO'}",no_relation
611,"17세기에는 그 계승자 요하네스 케플러, 갈릴레오 갈릴레이, 아이작 뉴턴이 물리학에 대한 이해로 지구가 태양 주위를 움직이고, 행성은 지구를 제어하는 힘과 같은 힘으로 제어된다는 생각을 수용하였다.","{'text': '지구', 'start_idx': '54', 'end_idx': '55', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '58', 'end_idx': '59', 'entity_type': 'CLO'}",clo:revolves
889,"이 검출은 블랙홀의 존재가 예상되는 강력한 중력장 환경에서 일반상대론이 검증된 현재까지 가장 강력한 사례로서, 일반상대론의 예측과 배치되는 증거는 전혀 발견되지 않았다.","{'text': '블랙홀', 'start_idx': 6, 'end_idx': 8, 'entity_type': 'CLO'}","{'text': '일반상대론', 'start_idx': 33, 'end_idx': 37, 'entity_type': 'CON'}",no_relation
1005,"지구형 행성을 구성하는 광물은 대부분 높은 녹는점을 가지고 있는데, 그 예로 지각과 맨틀을 구성하는 규산염, 핵을 구성하는 철, 니켈과 같은 금속이 있다.","{'text': '지구형 행성', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '규산염', 'start_idx': '56', 'end_idx': '58', 'entity_type': 'ELM'}",clo:composed_of
156,"달 표면의 두께는 평균 70km이고,(고지대 약 100km,저지대나 바다 약 60km) 핵의 반지름은 300~425km 사이, 나머지 부분은 맨틀을 이루고 있다.","{'text': '70km', 'start_idx': '13', 'end_idx': '16', 'entity_type': 'MET'}","{'text': '달', 'start_idx': '0', 'end_idx': '0', 'entity_type': 'CLO'}",met:feature_of
150,토성의 온도가 낮은 이유는 태양과 너무 멀리 떨어져 있기 때문으로 지구가 태양으로부터 받는 열량의 100분의 1밖에 받지 못한다.,"{'text': '토성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '15', 'end_idx': '16', 'entity_type': 'CLO'}",no_relation
701,1670년대에는 목성이 지구에 대해 태양 반대편 위치에 있을 때 목성의 위성들이 목성의 앞뒤를 통과하는 시기가 예측된 것보다 약 17분이나 늦게 발생한 것이 관측되었다.,"{'text': '목성', 'start_idx': '9', 'end_idx': '10', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '20', 'end_idx': '21', 'entity_type': 'CLO'}",no_relation
454,해왕성 내부 7000km 깊이는 메테인이 분해된 뒤 탄소가 다이아몬드 결정이 되어 핵으로 가라앉는 환경일 가능성도 있다.,"{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}","{'text': '다이아몬드', 'start_idx': '33', 'end_idx': '37', 'entity_type': 'ELM'}",clo:composed_of
176,"태양은 지구와 대략 1억 4960만 킬로미터(1천문단위) 떨어져 있으나, 정확히는 지구가 매년 1월에 근일점에 도달해 가장 가까워지고 7월에는 원일점에 도달해 가장 멀어진다.","{'text': '지구', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",no_relation
576,"태양은 변광성으로 분류되지는 않지만 흑점 주기로 알려진, 주기적인 밝기의 변화를 보여준다. 이는 11년 주기에 걸쳐 흑점의 숫자가 변화하는 것과 관련되어 있다.","{'text': '태양', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '변광성', 'start_idx': 4, 'end_idx': 6, 'entity_type': 'CLO'}",no_relation
835,또한 일부 초대광도 엑스선원의 정체가 중간질량 블랙홀의 강착원반이라는 학설도 제기되고 있다.,"{'text': '중간질량 블랙홀', 'start_idx': 21, 'end_idx': 28, 'entity_type': 'CLO'}","{'text': '초대광도 엑스선원', 'start_idx': 6, 'end_idx': 14, 'entity_type': 'CLO'}",no_relation
826,1774년에는 프랑스의 샤를 메시에는 구름 모양의 천체를 혜성과 구별하기 위해 메시에 천체 목록을 발표하였다.,"{'text': '샤를 메시에', 'start_idx': '13', 'end_idx': '18', 'entity_type': 'PER'}","{'text': '메시에 천체 목록', 'start_idx': '44', 'end_idx': '52', 'entity_type': 'CON'}",per:propose
518,오펜하이머와 그의 공저자들은 슈바르츠실트 반경 경계에서 발생하는 특이점을 시간이 멈추는 거품의 경계라고 해석했다.,"{'text': '오펜하이머', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'PER'}","{'text': '시간이 멈추는 거품의 경계', 'start_idx': '41', 'end_idx': '54', 'entity_type': 'CON'}",per:propose
614,"그러나 마리우스가 붙인 네 위성의 명칭, 이오, 유로파, 가니메데, 칼리스토는 오늘날까지 사용되고 있다.","{'text': '위성', 'start_idx': '15', 'end_idx': '16', 'entity_type': 'CLO'}","{'text': '유로파', 'start_idx': '27', 'end_idx': '29', 'entity_type': 'CLO'}",clo:contains
50,"즉 태양의 자전에 따라 행성간 공간의 자기장도 회전하고 있으며, 지구 부근에서도 그 극성이 플러스가 되기도 하고 마이너스가 되기도 한다.","{'text': '행성', 'start_idx': '13', 'end_idx': '14', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '2', 'end_idx': '3', 'entity_type': 'CLO'}",clo:revolves
736,"실리콘과 산소 외에 화성 지각에서 가장 풍부한 원소는 철, 마그네슘, 알루미늄, 칼슘, 칼륨이다","{'text': '화성', 'start_idx': '11', 'end_idx': '12', 'entity_type': 'CLO'}","{'text': '실리콘', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'ELM'}",clo:composed_of
274,해왕성은 가스 행성들 중 적도와 극의 자전 속도 차이가 가장 많이 난다.,"{'text': '가스 행성', 'start_idx': '5', 'end_idx': '9', 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",clo:contains
928,"우주 검열 가설은 현실적 물질이 중력붕괴할 때 이러한 특이점은 형성될 수 없다고 배제시키며, 이는 수치적 시뮬레이션 결과들에 의해 지지받는다.","{'text': '우주 검열 가설', 'start_idx': 0, 'end_idx': 7, 'entity_type': 'PER'}","{'text': '물질', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'ELM'}",no_relation
777,예를 들어 과학자들은 자연 현상에 대해 복잡하기는 하지만 충분히 관찰하여 파악할 수 있는 규칙성이 있다고 전제한다.,"{'text': '과학자', 'start_idx': 6, 'end_idx': 8, 'entity_type': 'PER'}","{'text': '자연 현상', 'start_idx': 12, 'end_idx': 16, 'entity_type': 'CON'}",no_relation
294,"목성에 접근했던 다음 임무는 율리시스 태양 탐사선으로, 태양을 극궤도로 비행하기 위해 플라이바이를 이용하였다.","{'text': '목성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '21', 'end_idx': '22', 'entity_type': 'CLO'}",no_relation
543,"목성형 행성의 질량은 태양을 도는 8개 행성의 99퍼센트를 차지하며, 암석 행성에 비해 무거워 지구질량의 14 ~ 318배 정도이다.","{'text': '목성형 행성', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '12', 'end_idx': '13', 'entity_type': 'CLO'}",clo:revolves
145,"수축한 성운은 밀도가 증가함에 따라 수많은 먼지입자와 얼음조각, 이산화탄소, 암모니아, 메탄 등과 함께 섞여서 큰 입자를 형성하게 되고, 이들 입자가 수십 억 개 모여서 소행성 크기의 미행성이 형성된다.","{'text': '성운', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '먼지입자', 'start_idx': '24', 'end_idx': '27', 'entity_type': 'ELM'}",clo:composed_of
583,"예외는 한자 문화권으로, 일본어, 중국어, 한국어, 베트남어는 바다의 신인 넵투누스의 역할을 의역하여 바다의 왕이라는 뜻에서 ‘해왕성’(海王星)이라고 부른다.","{'text': '넵투누스', 'start_idx': '42', 'end_idx': '45', 'entity_type': 'PER'}","{'text': '‘해왕성’(海王星)', 'start_idx': '70', 'end_idx': '79', 'entity_type': 'CLO'}",per:origin_of
664,1996년에는 지층 속에 남은 금속 동위원소의 형태로 지구에서 과거 초신성의 흔적을 찾을 수 있다는 이론이 제시되었다. 후에 태평양의 심해저 암석에 철 60이 풍부하다는 것이 보고되었다.,"{'text': '1996년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}","{'text': '초신성', 'start_idx': 38, 'end_idx': 40, 'entity_type': 'CLO'}",no_relation
638,화성의 태양일(솔; sol)은 지구보다 약간 길어서 24시간 37분 22초 정도이다.,"{'text': '24시간 37분 22초 정도', 'start_idx': '29', 'end_idx': '43', 'entity_type': 'MET'}","{'text': '화성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
778,또 천구상의 달의 궤도를 백도라고 한다.,"{'text': '달', 'start_idx': 7, 'end_idx': 7, 'entity_type': 'CLO'}","{'text': '백도', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'CON'}",no_relation
681,"핵질량이 40 ~ 60 태양질량 이상일 경우, 붕괴가 중단되고 별은 말짱히 남지만, 더 큰 핵이 형성될 경우 핵붕괴는 다시 일어난다.","{'text': '40 ~ 60 태양질량', 'start_idx': '5', 'end_idx': '16', 'entity_type': 'MET'}","{'text': '별', 'start_idx': '35', 'end_idx': '35', 'entity_type': 'CLO'}",met:feature_of
767,"Ib형 초신성은 Ic형 초신성보다 흔하며, 대기중에 아직 헬륨이 존재하는 WC형 울프-레이에별에서 일어난다.","{'text': 'Ib형 초신성', 'start_idx': 0, 'end_idx': 6, 'entity_type': 'CLO'}","{'text': 'Ic형 초신성', 'start_idx': 9, 'end_idx': 15, 'entity_type': 'CLO'}",no_relation
773,한편 태양의 수명(행성상 성운 기준)은 약110억년으로 추정된다고 과학자들은 재확인한바있다.,"{'text': '약110억년', 'start_idx': '22', 'end_idx': '27', 'entity_type': 'MET'}","{'text': '태양', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'CLO'}",met:feature_of
967,64억년 후 태양은 중심핵에서 수소핵융합을 마치고 준거성 단계로 진입할 것이다.,"{'text': '태양', 'start_idx': '7', 'end_idx': '8', 'entity_type': 'CLO'}","{'text': '수소', 'start_idx': '17', 'end_idx': '18', 'entity_type': 'ELM'}",clo:composed_of
409,"금성에서 직경이 3km보다 작은 충돌구는 존재하지 않는데, 그 이유는 두꺼운 대기 때문으로 생각된다.","{'text': '3km', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'MET'}","{'text': '금성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",no_relation
290,1609년 갈릴레이는 망원경으로 토성을 관찰하다가 토성의 양쪽에 귀 모양의 괴상한 물체가 붙어 있다가 밤이 깊어지면 차츰 사라지는 것을 발견했다.,"{'text': '1609년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}","{'text': '토성', 'start_idx': 18, 'end_idx': 19, 'entity_type': 'CLO'}",no_relation
121,45억 6700만년 전 수소 분자구름의 빠른 중력 붕괴로 황소자리 T형 종족I 항성이자 3세대 항성인 태양이 탄생했다.,"{'text': '수소 분자구름', 'start_idx': '13', 'end_idx': '19', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '57', 'end_idx': '58', 'entity_type': 'CLO'}",clo:turn_into
502,"해왕성 너머로는 카이퍼대가 존재하며, 가장 바깥쪽에는 최대 1광년에 이르는 거리까지 오르트 구름이 펼쳐져 있다.","{'text': '해왕성', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'CLO'}","{'text': '카이퍼대', 'start_idx': 9, 'end_idx': 12, 'entity_type': 'CLO'}",no_relation
754,나선팔은 금속함량이 많고 젊은 항성종족 I 별들이 탄생하는 곳이다.,"{'text': '나선팔', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}","{'text': '금속', 'start_idx': '5', 'end_idx': '6', 'entity_type': 'ELM'}",clo:composed_of
513,목성의 타원궤도는 지구에 대해 1.31 기울어져 있다.,"{'text': '목성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '지구', 'start_idx': 10, 'end_idx': 11, 'entity_type': 'CLO'}",no_relation
617,"이에 국제천문연맹은 새 행성 기준을 마련해 2006년 8월 24일자로 새롭게 정한 행성 기준에 맞지 않는 명왕성을 공식적으로 왜소행성으로 분류했으며, 소행성번호 134340을 부여해 태양계 행성 지위를 박탈하였다.","{'text': '왜소행성', 'start_idx': '70', 'end_idx': '73', 'entity_type': 'CLO'}","{'text': '명왕성', 'start_idx': '59', 'end_idx': '61', 'entity_type': 'CLO'}",clo:contains
876,"태양계의 바깥쪽을 도는 네 개의 거대한 행성은 보통 목성형 행성, 가스 행성, 외행성이라는 이름으로 불린다.","{'text': '행성', 'start_idx': '22', 'end_idx': '23', 'entity_type': 'CLO'}","{'text': '태양계', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",clo:revolves
938,때문에 블랙홀을 주위의 모든 것을 빨아들이는 존재라고 이해하는 대중적 관념은 오로지 블랙홀의 지평선 주위에서만 옳다.,"{'text': '블랙홀', 'start_idx': '4', 'end_idx': '6', 'entity_type': 'CLO'}","{'text': '블랙홀의 지평선', 'start_idx': '47', 'end_idx': '54', 'entity_type': 'CLO'}",no_relation
538,태양의 채층의 온도는 고도가 높아지면서 점차 올라가며 최상단에서는 2만 켈빈까지 치솟는다.,"{'text': '2만 켈빈', 'start_idx': '37', 'end_idx': '41', 'entity_type': 'MET'}","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
734,"금성 남반구의 대륙은 아프로디테 테라라고 부르며, 이름은 고대 그리스의 사랑의 여신인 아프로디테로부터 따왔다.","{'text': '아프로디테', 'start_idx': 48, 'end_idx': 52, 'entity_type': 'PER'}","{'text': '금성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",per:origin_of
310,해왕성은 태양으로부터 매우 멀리 떨어져 있기 때문에 계절 하나의 길이가 40년은 된다.,"{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '5', 'end_idx': '6', 'entity_type': 'CLO'}",no_relation
582,"그러나 기원전 4세기 무렵, 그리스의 천문학자들은 이 두 천체가 같은 천체라는 것을 알았다.","{'text': '기원전 4세기', 'start_idx': 4, 'end_idx': 10, 'entity_type': 'DAT'}","{'text': '천체', 'start_idx': 39, 'end_idx': 40, 'entity_type': 'CLO'}",no_relation
430,"해왕성과 지구 사이의 엄청난 거리 때문에 해왕성의 각지름은 2.2 ~ 2.4각분밖에 되지 않는데, 태양계의 행성들 중 가장 작은 값이다.","{'text': '태양계', 'start_idx': '55', 'end_idx': '57', 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",clo:contains
862,"해왕성은 8개 행성 중에서 직경으로는 4번째로 크고, 질량으로는 3번째로 크다.","{'text': '행성', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",clo:contains
82,"20세기 이전에는 태양계 안에 있는 행성만이 알려져 있었지만, 태양계 밖의 행성도 관측이 가능해짐에 따라 2012년 기준으로 적어도 200개 이상의 외계 행성이 알려져 있다.","{'text': '2012년', 'start_idx': 59, 'end_idx': 63, 'entity_type': 'DAT'}","{'text': '외계 행성', 'start_idx': 83, 'end_idx': 87, 'entity_type': 'CLO'}",no_relation
676,진핵생물이 서로 군집하게 되면서 다세포 생물로 진화했다.,"{'text': '진핵생물', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'PER'}","{'text': '다세포 생물', 'start_idx': 18, 'end_idx': 23, 'entity_type': 'PER'}",no_relation
797,고대 그리스의 철학자 아리스토텔레스는 《자연학》에서 여러 가지 운동에 대해 설명하였다.,"{'text': '아리스토텔레스', 'start_idx': 12, 'end_idx': 18, 'entity_type': 'PER'}","{'text': '자연학', 'start_idx': 22, 'end_idx': 24, 'entity_type': 'CON'}",no_relation
212,"해왕성에는 파편으로 이루어진 희미한 고리 구조가 있는데, 1960년대에 고리의 존재에 대해 논란이 있었으나 1989년에 보이저 2호의 탐사를 통해 존재가 확인되었다.","{'text': '해왕성', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}","{'text': '파편', 'start_idx': '6', 'end_idx': '7', 'entity_type': 'ELM'}",clo:composed_of
13,"이집트 신화에서 파라오는 태양신 라의 아들로 여겨졌고, 이 때문에 고대 이집트 사회에서 태양은 매우 신성시된 존재였다.","{'text': '파라오', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'PER'}","{'text': '태양', 'start_idx': 49, 'end_idx': 50, 'entity_type': 'CLO'}",no_relation
46,"Sa형은 나선팔이 팽팽하게 감겨 있고, 나선팔과 나선팔 사이의 구분이 확실하지 않으며, 팽대부가 상대적으로 크다. Sc형은 나선팔이 느슨하고 뚜렷하며, 팽대부가 상대적으로 작다. Sb는 둘의 중간 정도이다.","{'text': 'Sc형', 'start_idx': 64, 'end_idx': 66, 'entity_type': 'CLO'}","{'text': 'Sa형', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'CLO'}",no_relation
443,"태양계가 끝나고 성간 공간이 시작되는 경계선이 어디인지는 명확하게 정의되지 않았는데, 그 이유는 태양계의 경계면을 두 가지 다른 힘인 태양풍과 태양 중력이 형성하고 있기 때문이다.","{'text': '성간 공간', 'start_idx': 9, 'end_idx': 13, 'entity_type': 'CLO'}","{'text': '태양계', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'CLO'}",no_relation
724,탐사선이 증발하기 전까지 기록된 온도 자료는 섭씨 300도 이상이었으며 풍속은 644km/h 이상으로 측정되었다.,"{'text': '300도', 'start_idx': 28, 'end_idx': 31, 'entity_type': 'PER'}","{'text': '644km/h', 'start_idx': 44, 'end_idx': 50, 'entity_type': 'PER'}",no_relation
278,나선은하들은 주로 나이가 많은 별들로 이루어진 헤일로에 둘러 싸여 있다.,"{'text': '헤일로', 'start_idx': '26', 'end_idx': '28', 'entity_type': 'CLO'}","{'text': '별', 'start_idx': '17', 'end_idx': '17', 'entity_type': 'CLO'}",clo:contains
204,"한국에서는 삼국시대 이후로 이러한 태양과 관련된 변화를 관측, 예측하기 위한 관리를 두었으며, 고구려에서는 일(日) 신에 해마다 제사를 지냈다.","{'text': '삼국시대', 'start_idx': 6, 'end_idx': 9, 'entity_type': 'DAT'}","{'text': '태양', 'start_idx': 19, 'end_idx': 20, 'entity_type': 'CLO'}",no_relation
922,에딩턴 한계는 항성이 대기를 우주 공간으로 날려 보내지 않는 한도 내에서 가장 밝게 빛나는 한계점을 일컫는다.,"{'text': '우주', 'start_idx': '16', 'end_idx': '17', 'entity_type': 'CLO'}","{'text': '항성', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'CLO'}",no_relation
434,"이후에는 온도를 열소론으로 정의하려는 윌리엄 어바인(William Irvine), 레느 저스트 하위(René Just Haüy), 피에르시몽 라플라스(Pierre-Simon Laplace) 등이 등장했다.","{'text': '윌리엄 어바인', 'start_idx': '21', 'end_idx': '27', 'entity_type': 'PER'}","{'text': '열소론', 'start_idx': '9', 'end_idx': '11', 'entity_type': 'CON'}",per:propose
744,"2012년 3월까지 메신저는 약 10만장의 수성 표면 사진을 지구로 전송했고, 2013년 3월 6일자로 수성 표면의 100% 촬영을 완료하였다.","{'text': '2012년 3월', 'start_idx': 0, 'end_idx': 7, 'entity_type': 'DAT'}","{'text': '수성', 'start_idx': 24, 'end_idx': 25, 'entity_type': 'CLO'}",no_relation
663,"왜냐하면 극의 깊숙한 곳에 있는 분화구는 직접적으로 태양빛을 받지 않아, 온도가 102K 아래로 내려가기 때문이다.","{'text': '태양', 'start_idx': 29, 'end_idx': 30, 'entity_type': 'CLO'}","{'text': '102K', 'start_idx': 45, 'end_idx': 48, 'entity_type': 'PER'}",no_relation
190,목성의 가니메데에 이어 두 번째로 큰 위성인 타이탄은 주로 질소와 메탄으로 이루어진 짙은 대기를 보유하고 있는 유일한 위성으로 알려져 있다.,"{'text': '위성', 'start_idx': '21', 'end_idx': '22', 'entity_type': 'CLO'}","{'text': '가니메데', 'start_idx': '4', 'end_idx': '7', 'entity_type': 'CLO'}",clo:contains
604,토성의 고리는 적도면에 자리잡고 있으며 토성 표면에서 7만 14만 km까지 뻗쳐 있다.,"{'text': '7만 14만 km', 'start_idx': '30', 'end_idx': '38', 'entity_type': 'MET'}","{'text': '토성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
306,"많은 모형들이 블랙홀의 탄생을 예측하며, 그 질량은 플랑크 질량 수준에서 수십만 수준까지 다양하다.","{'text': '블랙홀', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'text': '수십만', 'start_idx': 41, 'end_idx': 43, 'entity_type': 'PER'}",no_relation
888,"해왕성에는 행성 고리 구조가 있는데, 토성의 고리보다는 훨씬 미약하다.","{'text': '토성', 'start_idx': 21, 'end_idx': 22, 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'CLO'}",no_relation
553,"다른 가스 행성들도 찌그러진 것은 마찬가지이나, 토성처럼 심한 경우는 없다.","{'text': '행성', 'start_idx': '6', 'end_idx': '7', 'entity_type': 'CLO'}","{'text': '토성', 'start_idx': '27', 'end_idx': '28', 'entity_type': 'CLO'}",clo:contains
613,현재까지 알려진 별 중 가장 어두운 별은 NGC 6397 성단 내에 있다.,"{'text': '가장 어두운 별', 'start_idx': '13', 'end_idx': '20', 'entity_type': 'CLO'}","{'text': 'NGC 6397 성단', 'start_idx': '23', 'end_idx': '33', 'entity_type': 'CLO'}",clo:exists_in
939,"불규칙하거나 기묘한 모양의 은하들은 불규칙 은하로 분류되며, 보통 이웃 은하들의 중력 때문에 모양이 교란된 것이다.","{'text': '불규칙하거나 기묘한 모양의 은하', 'start_idx': '0', 'end_idx': '16', 'entity_type': 'CLO'}","{'text': '불규칙 은하', 'start_idx': '20', 'end_idx': '25', 'entity_type': 'CLO'}",clo:alias_of
93,이들은 태양과 시리우스의 스펙트럼을 비교하여 스펙트럼에 나타나는 흡수선(별의 빛이 온도가 낮은 대기층을 통과할 때 대기 중 원자나 이온이 특정 파장을 흡수하여 생기는 선.)의 개수 및 세기가 서로 다름을 알아냈다.,"{'text': '태양', 'start_idx': 4, 'end_idx': 5, 'entity_type': 'CLO'}","{'text': '시리우스', 'start_idx': 8, 'end_idx': 11, 'entity_type': 'CLO'}",no_relation
30,이 추위 때문에 토성에서 암모니아는 물론 메탄 등이 결빙해 고체 형태로 존재한다.,"{'text': '토성', 'start_idx': '9', 'end_idx': '10', 'entity_type': 'CLO'}","{'text': '암모니아', 'start_idx': '14', 'end_idx': '17', 'entity_type': 'ELM'}",clo:composed_of
902,"태양의 뜨거운 코로나는 우주 공간으로 연속적으로 뻗어 있으며, 여기에서 대략 100천문 단위 거리의 태양 권계면까지 뻗어 있는, 대전(帶電)된 입자의 흐름인 태양풍이 만들어진다.","{'text': '태양', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '코로나', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'CLO'}",no_relation
